ticket_id,customer_id,order_id,ticket_channel,ticket_type,priority,status,created_at,resolved_at,subject,description,assigned_team,resolution_summary
T000772,C00249,O000725,chat,refund,low,open,2026-02-25 11:10:04,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000773,C00221,O000360,phone,refund,high,pending_customer,2026-03-05 03:41:34,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000774,C00094,O000113,phone,technical_issue,high,pending_customer,2025-04-21 10:39:40,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000775,C00010,O000784,web_form,return_request,medium,new,2025-03-10 17:55:05,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000776,C00358,,web_form,technical_issue,low,open,2025-06-18 03:56:49,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
T000777,C00265,O000291,chat,refund,high,resolved,2025-07-15 02:26:20,2025-07-18 20:26:20,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,Shared shipment update and opened carrier claim.
T000778,C00454,O000684,email,product_question,urgent,resolved,2026-03-24 05:20:28,2026-03-27 22:20:28,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,Shared shipment update and opened carrier claim.
T000779,C00012,O001068,chat,refund,low,open,2026-01-11 06:05:31,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000780,C00450,O000703,chat,billing,medium,open,2025-07-13 03:21:48,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,
T000781,C00120,O000809,chat,return_request,medium,resolved,2025-06-17 18:23:16,2025-06-20 21:23:16,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,Provided policy details and next steps.
T000782,C00272,O000483,chat,billing,medium,closed,2025-06-11 18:03:31,2025-06-13 12:03:31,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,Provided policy details and next steps.
T000783,C00218,O000062,chat,warranty,low,closed,2025-11-16 02:38:24,2025-11-17 14:38:24,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Validated warranty and requested diagnostic evidence.
T000784,C00278,O000339,email,technical_issue,medium,open,2025-03-08 02:11:38,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T000785,C00417,,email,billing,high,open,2025-02-03 21:03:37,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,
T000786,C00391,O001105,email,delivery_issue,medium,open,2025-10-10 09:23:52,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T000787,C00011,O001084,web_form,refund,urgent,resolved,2025-11-14 14:05:31,2025-11-18 11:05:31,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,Validated warranty and requested diagnostic evidence.
T000788,C00168,O000621,chat,technical_issue,medium,pending_customer,2025-10-18 03:14:43,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000789,C00268,O000688,phone,delivery_issue,urgent,resolved,2025-12-08 15:17:59,2025-12-10 20:17:59,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,Validated warranty and requested diagnostic evidence.
T000790,C00175,O001235,chat,delivery_issue,medium,resolved,2026-01-19 21:41:19,2026-01-22 16:41:19,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,Shared shipment update and opened carrier claim.
T000791,C00160,O000282,chat,technical_issue,medium,pending_customer,2025-12-09 17:01:18,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000792,C00090,O000210,phone,billing,urgent,open,2025-10-03 23:09:10,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,
T000793,C00375,,chat,technical_issue,high,open,2025-01-17 21:34:43,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
T000794,C00062,O000104,phone,billing,medium,pending_customer,2025-06-21 04:46:15,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000795,C00076,O000140,web_form,billing,high,resolved,2025-06-15 13:17:08,2025-06-17 17:17:08,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Shared shipment update and opened carrier claim.
T000796,C00153,,web_form,delivery_issue,urgent,resolved,2025-06-05 10:10:06,2025-06-08 22:10:06,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Provided policy details and next steps.
T000797,C00500,O001044,chat,return_request,urgent,resolved,2025-12-04 10:19:19,2025-12-06 06:19:19,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,Validated warranty and requested diagnostic evidence.
T000798,C00496,,email,warranty,high,closed,2025-10-29 15:55:50,2025-11-03 08:55:50,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Clarified invoice and resent billing document.
T000799,C00328,O001007,phone,billing,low,open,2025-01-23 03:53:16,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,
T000800,C00443,O001161,chat,technical_issue,urgent,resolved,2025-08-31 07:25:41,2025-09-03 20:25:41,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,Issued refund after return inspection.
T000801,C00236,O000649,web_form,billing,low,open,2025-01-17 09:12:59,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,
T000802,C00187,,email,technical_issue,urgent,open,2025-10-02 05:23:56,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000803,C00288,O001241,web_form,return_request,low,resolved,2026-02-28 07:41:02,2026-03-01 02:41:02,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Validated warranty and requested diagnostic evidence.
T000804,C00033,O001030,web_form,product_question,medium,pending_customer,2025-01-22 08:53:05,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,
T000805,C00096,,chat,billing,low,closed,2025-03-03 12:13:43,2025-03-07 13:13:43,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Issued refund after return inspection.
T000806,C00031,O000767,email,delivery_issue,low,resolved,2025-07-22 13:56:56,2025-07-23 16:56:56,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,Clarified invoice and resent billing document.
T000807,C00006,O000506,phone,return_request,medium,closed,2025-11-21 06:02:35,2025-11-24 16:02:35,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,Clarified invoice and resent billing document.
T000808,C00310,,phone,return_request,urgent,open,2025-02-22 04:35:21,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,
T000809,C00127,O001447,email,product_question,low,resolved,2025-04-12 17:55:09,2025-04-16 10:55:09,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Shared shipment update and opened carrier claim.
T000810,C00188,O000287,email,delivery_issue,medium,open,2025-12-17 19:35:53,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T000811,C00441,O001256,email,return_request,high,new,2025-06-07 12:51:38,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,
T000812,C00497,,web_form,technical_issue,medium,open,2025-06-08 17:19:03,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000813,C00431,,chat,technical_issue,low,new,2025-08-06 08:33:28,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000814,C00009,O001160,web_form,product_question,medium,resolved,2025-12-20 07:47:27,2025-12-25 02:47:27,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,Provided policy details and next steps.
T000815,C00186,O000224,email,technical_issue,medium,open,2025-08-18 06:30:00,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000816,C00002,,web_form,delivery_issue,medium,open,2025-12-11 06:33:14,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T000817,C00334,,email,return_request,high,open,2025-10-05 23:19:30,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,
T000818,C00131,O000989,email,technical_issue,urgent,new,2025-11-16 19:53:42,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
